,date,open,high,low,close,volume,market_cap,daily_return
128,2013-09-03,135.61,138.34,133.0,136.77,-,1593346565,0.006772175193227925
129,2013-09-04,136.53,144.5,123.61,126.74,-,1477012118,-0.07333479564231937
130,2013-09-05,126.76,131.44,121.83,126.43,-,1473965191,-0.0024459523433800756
131,2013-09-06,126.49,127.34,119.15,119.15,-,1389646450,-0.057581270268132534
132,2013-09-07,118.89,125.94,118.46,124.15,-,1448411494,0.04196391103650865
133,2013-09-08,124.13,124.72,120.49,121.66,-,1419836072,-0.020056383407168865
134,2013-09-09,121.86,129.06,119.75,127.11,-,1484085516,0.0447969751767221
135,2013-09-10,127.27,129.74,125.9,125.91,-,1470679164,-0.009440641963653573
136,2013-09-11,125.89,137.83,123.27,135.25,-,1580450350,0.07417996981971253
137,2013-09-12,135.55,136.08,131.81,133.13,-,1556386219,-0.0156746765249538
138,2013-09-13,132.83,137.58,132.27,134.98,-,1578699084,0.013896191692330806
139,2013-09-14,135.01,135.85,128.87,129.22,-,1512038756,-0.042672988590902294
140,2013-09-15,129.4,131.44,128.26,130.37,-,1526085146,0.008899551153072283
141,2013-09-16,130.86,132.72,129.77,131.72,-,1542395098,0.010355143054383564
142,2013-09-17,131.59,132.76,124.89,131.66,-,1542278406,-0.00045551169146673676
143,2013-09-18,131.71,133.2,130.54,131.47,-,1540598328,-0.0014431110435971783
144,2013-09-19,131.37,131.77,128.45,129.65,-,1519883709,-0.013843462386856298
145,2013-09-20,129.7,135.62,126.68,127.04,-,1489921944,-0.02013112225221747
146,2013-09-21,126.95,128.61,126.24,127.43,-,1495101147,0.0030698992443325412
147,2013-09-22,127.87,133.94,126.59,129.12,-,1515584736,0.013262183159381546
148,2013-09-23,128.98,132.73,125.66,125.95,-,1479037148,-0.02455080545229249
149,2013-09-24,126.05,127.46,125.39,127.25,-,1494974356,0.0103215561730845
150,2013-09-25,127.38,129.69,127.33,128.22,-,1507033770,0.007622789783889861
151,2013-09-26,128.21,134.93,127.32,128.38,-,1509434269,0.0012478552487911188
152,2013-09-27,128.94,134.74,128.49,133.78,-,1573520360,0.042062626577348494
153,2013-09-28,133.77,135.63,132.56,134.78,-,1585878762,0.007474958887726091
154,2013-09-29,134.9,140.61,134.71,137.34,-,1616584505,0.018993916011277756
155,2013-09-30,137.15,138.35,130.27,133.0,-,1566038425,-0.031600407747196746
156,2013-10-01,132.68,134.63,131.55,132.18,-,1557001092,-0.006165413533834485
157,2013-10-02,132.05,133.59,102.25,114.13,-,1344930746,-0.1365562112271146
158,2013-10-03,114.45,123.63,111.82,123.63,-,1457492615,0.08323841233680884
159,2013-10-04,123.41,130.09,123.41,129.01,-,1521498787,0.04351694572514764
160,2013-10-05,128.63,130.44,128.03,128.55,-,1516777519,-0.003565615068599204
161,2013-10-06,128.36,129.66,126.15,129.0,-,1522686975,0.003500583430571691
162,2013-10-07,129.43,130.27,126.36,126.94,-,1498859918,-0.01596899224806203
163,2013-10-08,126.74,127.47,124.71,126.0,-,1488277350,-0.007405073262958806
164,2013-10-09,125.85,131.75,125.58,130.69,-,1544249376,0.03722222222222227
165,2013-10-10,130.67,131.5,129.26,130.59,-,1543701125,-0.0007651694850409063
166,2013-10-11,130.75,131.81,129.64,130.9,-,1547971040,0.002373841794930609
167,2013-10-12,130.9,135.66,130.56,135.19,-,1599426131,0.03277310924369736
168,2013-10-13,135.19,138.66,134.55,138.13,-,1634968839,0.021747170648716674
169,2013-10-14,139.27,144.12,138.9,140.52,-,1664129178,0.017302541084485812
170,2013-10-15,140.77,145.39,139.13,145.24,-,1720981439,0.03358952462282949
171,2013-10-16,145.65,152.23,142.43,142.55,-,1689851848,-0.01852106857614977
172,2013-10-17,142.41,147.42,142.41,146.25,-,1734327563,0.025955804980708486
173,2013-10-18,146.37,155.96,145.57,155.96,-,1850219763,0.0663931623931624
174,2013-10-19,155.91,177.48,155.7,172.42,-,2046457291,0.10553988202103093
175,2013-10-20,171.66,174.91,168.95,174.61,-,2073319140,0.012701542744461447
176,2013-10-21,174.8,184.82,174.8,182.21,-,2164518143,0.04352557127312284
177,2013-10-22,182.65,196.27,182.65,193.76,-,2302910260,0.06338839800230489
178,2013-10-23,193.36,213.62,192.38,213.62,-,2540139399,0.1024979355904212
179,2013-10-24,214.3,217.42,168.52,198.23,-,2358198593,-0.07204381612208599
180,2013-10-25,197.69,198.87,168.5,186.69,-,2222012384,-0.05821520456035911
181,2013-10-26,187.45,188.41,175.75,177.32,-,2111296044,-0.050190154802078335
182,2013-10-27,176.6,196.44,176.6,196.44,-,2339831217,0.1078276562147531
183,2013-10-28,196.21,198.62,192.06,198.55,-,2365837416,0.010741193239666158
184,2013-10-29,198.55,204.79,198.55,204.39,-,2436241934,0.029413246033744622
185,2013-10-30,204.39,209.16,199.97,199.97,-,2384492273,-0.02162532413523166
186,2013-10-31,199.83,205.18,198.85,204.0,-,2433658800,0.02015302295344301
187,2013-11-01,203.9,206.65,202.13,206.18,-,2460742837,0.010686274509803972
188,2013-11-02,205.81,207.76,201.65,206.22,-,2462261645,0.00019400523814128157
189,2013-11-03,205.99,215.05,203.99,215.05,-,2568713111,0.04281834933566109
190,2013-11-04,214.66,231.01,213.94,229.1,-,2737659088,0.06533364333875835
191,2013-11-05,229.21,250.66,226.22,245.24,-,2931598960,0.07044958533391532
192,2013-11-06,244.78,263.0,244.78,262.5,-,3138994688,0.07038003588321651
193,2013-11-07,261.68,304.17,261.55,296.41,-,3545560087,0.1291809523809524
194,2013-11-08,297.85,338.66,296.93,338.11,-,4045494603,0.14068351270200052
195,2013-11-09,338.58,370.82,319.71,339.11,-,4058705857,0.0029576173434679998
196,2013-11-10,348.82,350.7,277.24,326.62,-,3910613095,-0.03683170652590606
197,2013-11-11,325.41,351.27,311.78,342.44,-,4101635027,0.048435490784397794
198,2013-11-12,343.06,362.81,342.8,360.33,-,4317726291,0.05224272865319457
199,2013-11-13,360.97,414.05,359.8,407.37,-,4883103453,0.1305469985846308
200,2013-11-14,406.41,425.9,395.19,420.2,-,5038817795,0.03149470996882431
201,2013-11-15,419.41,437.89,396.11,417.95,-,5013561020,-0.005354593050928114
202,2013-11-16,417.28,450.26,415.57,440.22,-,5282849105,0.053283885632252836
203,2013-11-17,440.96,500.58,440.24,492.11,-,5907842064,0.11787288174094757
204,2013-11-18,496.58,703.78,494.94,703.56,-,8449069629,0.4296803560179634
205,2013-11-19,712.76,806.11,456.39,584.61,-,7022949161,-0.16906873614190676
206,2013-11-20,577.98,599.65,448.45,590.83,-,7100077964,0.010639571680265414
207,2013-11-21,594.32,733.4,577.29,722.43,-,8684240726,0.22273750486603583
208,2013-11-22,724.07,780.85,668.13,771.44,-,9276681716,0.06784048281494415
209,2013-11-23,771.7,844.97,771.7,797.82,-,9597335799,0.03419578969200465
210,2013-11-24,795.63,807.36,722.87,774.25,-,9317034156,-0.029543004687774266
211,2013-11-25,773.02,810.68,754.43,799.11,-,9619646225,0.03210849208911859
212,2013-11-26,805.73,928.54,800.8,928.1,-,11176110593,0.1614170764976035
213,2013-11-27,923.85,1001.96,891.68,1001.96,-,12069885699,0.07958194160112053
214,2013-11-28,1003.38,1077.56,962.17,1031.95,-,12435823060,0.02993133458421493
215,2013-11-29,1042.01,1146.97,1000.64,1131.97,-,13646039846,0.0969233005475072
216,2013-11-30,1129.37,1156.14,1106.61,1129.43,-,13620389321,-0.0022438757210879734
217,2013-12-01,1128.92,1133.08,801.82,955.85,-,11531708948,-0.15368814357684857
218,2013-12-02,951.42,1055.42,938.41,1043.33,-,12591271606,0.09152063608306737
219,2013-12-03,1046.4,1096.0,1011.21,1078.28,-,13018451838,0.03349850957990275
220,2013-12-04,1077.58,1156.12,1070.16,1151.17,-,13903428351,0.0675983974477874
221,2013-12-05,1152.73,1154.36,897.11,1045.11,-,12626914509,-0.09213235230244032
222,2013-12-06,1042.38,1042.38,829.45,829.45,-,10025645095,-0.20635148453272845
223,2013-12-07,835.32,854.64,640.22,698.23,-,8442962249,-0.15820121767436257
224,2013-12-08,697.31,802.51,670.88,795.87,-,9627500113,0.13983930796442423
225,2013-12-09,793.8,921.93,780.9,893.19,-,10808715488,0.12228127709299264
226,2013-12-10,892.32,997.23,892.32,988.51,-,11966951486,0.10671861530021598
227,2013-12-11,989.07,1001.58,834.23,878.48,-,10638546534,-0.11130893971735234
228,2013-12-12,882.78,901.94,844.95,873.26,-,10578889955,-0.005942081777615904
229,2013-12-13,874.98,941.79,860.05,892.58,-,10816819988,0.022123995144630593
230,2013-12-14,899.85,904.65,858.36,872.6,-,10578987915,-0.022384548163750018
231,2013-12-15,875.29,886.16,825.0,876.12,-,10625517651,0.004033921613568525
232,2013-12-16,880.33,882.25,668.25,705.97,-,8565534010,-0.19420855590558372
233,2013-12-17,706.37,754.83,630.88,682.12,-,8279623719,-0.03378330523959949
234,2013-12-18,678.2,679.32,420.51,522.7,-,6347159168,-0.23371254324752233
235,2013-12-19,519.06,707.23,502.89,691.96,-,8406397153,0.32381863401568767
236,2013-12-20,694.22,729.16,595.33,625.32,-,7599576492,-0.0963061448638649
237,2013-12-21,619.9,654.27,579.17,605.66,-,7363114611,-0.031439902769782035
238,2013-12-22,601.78,666.74,585.64,617.18,-,7505757423,0.01902057259848755
239,2013-12-23,613.06,680.91,611.04,673.41,-,8192487202,0.09110794257753008
240,2013-12-24,672.36,684.39,645.71,665.58,-,8100042042,-0.011627388960662732
241,2013-12-25,666.31,682.7,649.48,682.21,-,8305173374,0.02498572673457744
242,2013-12-26,683.94,777.75,683.94,761.98,-,9279735331,0.11692880491344315
243,2013-12-27,763.28,777.51,713.6,735.07,"46,862,700",8955394564,-0.03531588755610382
244,2013-12-28,737.98,747.06,705.35,727.83,"32,505,800",8869918644,-0.009849402097759419
245,2013-12-29,728.05,748.61,714.44,745.05,"19,011,300",9082103621,0.02365937100696569
246,2013-12-30,741.35,766.6,740.24,756.13,"20,707,700",9217167990,0.014871485135225848
247,2013-12-31,760.32,760.58,738.17,754.01,"20,897,300",9191325349,-0.0028037506777934817
248,2014-01-01,754.97,775.35,754.97,771.4,"22,489,400",9403308145,0.02306335459741904
249,2014-01-02,773.44,820.31,767.21,802.39,"38,489,500",9781073921,0.040173710137412444
250,2014-01-03,802.85,834.15,789.12,818.72,"37,810,100",9980135396,0.02035169929834635
251,2014-01-04,823.27,859.51,801.67,859.51,"38,005,000",10477362437,0.04982167285518857
252,2014-01-05,858.55,952.4,854.52,933.53,"72,898,496",11379660685,0.08611883515025998
253,2014-01-06,936.05,1017.12,905.71,953.29,"85,565,696",11620533603,0.02116696838880383
254,2014-01-07,946.49,965.74,802.0,802.0,"81,311,696",9808299600,-0.15870301796934827
255,2014-01-08,795.99,870.68,776.18,842.72,"74,175,600",10310363180,0.05077306733167086
256,2014-01-09,841.47,864.36,804.14,846.86,"59,998,600",10365397028,0.004912663755458402
257,2014-01-10,846.69,871.19,822.6,868.48,"31,876,800",10634081648,0.025529603476371454
258,2014-01-11,867.32,921.48,861.72,913.95,"44,754,200",11195636164,0.052355840088430305
259,2014-01-12,919.6,928.52,851.17,863.22,"39,623,500",10578653198,-0.05550631872640732
260,2014-01-13,860.19,861.29,806.05,841.2,"45,580,900",10312375950,-0.02550914019601025
261,2014-01-14,843.17,855.69,825.66,833.27,"20,829,800",10218535832,-0.009427009034712386
262,2014-01-15,833.12,872.81,830.86,860.9,"28,107,200",10561305975,0.03315852004752351
263,2014-01-16,860.29,866.16,835.63,835.63,"19,149,300",10255185612,-0.029353002671622663
264,2014-01-17,834.49,842.91,797.63,814.64,"39,031,700",10000663202,-0.025118772662542033
265,2014-01-18,816.07,841.49,816.07,840.0,"18,052,700",10315662000,0.031130315231267858
266,2014-01-19,839.66,870.96,825.53,870.96,"24,365,700",10699504086,0.03685714285714292
267,2014-01-20,871.39,886.39,853.87,870.2,"27,652,700",10694453430,-0.0008726003490401313
268,2014-01-21,869.65,881.2,855.93,863.91,"18,997,300",10620283205,-0.007228223396920308
269,2014-01-22,867.21,870.15,837.36,845.59,"18,453,700",10399573174,-0.021205912652938363
270,2014-01-23,845.46,851.57,819.32,822.04,"15,607,100",10113558120,-0.02785037666008361
271,2014-01-24,822.43,822.43,783.58,797.07,"34,912,000",9810138293,-0.030375650819911337
272,2014-01-25,796.24,861.45,792.96,853.61,"24,303,900",10509539619,0.07093479870023955
273,2014-01-26,853.68,897.02,844.86,885.28,"32,224,300",10902798632,0.03710125232834671
274,2014-01-27,884.6,893.0,757.11,771.39,"49,233,600",9503544085,-0.1286485631664558
275,2014-01-28,774.02,832.5,766.98,812.51,"44,875,500",10013251364,0.05330636902215491
276,2014-01-29,809.96,836.87,809.85,826.0,"17,984,400",10182659550,0.016602872580029793
277,2014-01-30,826.02,830.5,799.06,819.03,"29,918,200",10100339387,-0.008438256658595655
278,2014-01-31,818.43,831.87,812.6,829.92,"17,107,900",10238411820,0.013296216255814786
279,2014-02-01,828.61,853.52,827.11,832.58,"19,668,700",10275202812,0.0032051282051281937
280,2014-02-02,832.9,844.72,820.67,825.37,"11,300,900",10190038654,-0.008659828484950394
281,2014-02-03,824.08,826.48,807.22,823.83,"13,940,100",10174774202,-0.0018658298702399767
282,2014-02-04,823.77,840.17,820.94,827.96,"16,609,700",10229342305,0.005013170192879501
283,2014-02-05,829.96,837.32,811.91,811.91,"22,395,100",10034436286,-0.019384994444176074
284,2014-02-06,815.59,819.81,770.59,781.55,"50,108,700",9662791119,-0.037393307139953924
285,2014-02-07,783.2,783.2,654.35,712.4,"113,643,000",8810607000,-0.08847802443861552
286,2014-02-08,699.57,721.82,661.87,673.92,"38,742,600",8337738240,-0.05401459854014601
287,2014-02-09,671.46,712.27,655.25,682.9,"39,311,400",8451228950,0.013325023741690423
288,2014-02-10,681.32,703.71,550.5,681.03,"112,758,000",8430742782,-0.002738321862644666
289,2014-02-11,683.5,712.46,636.66,672.17,"72,745,200",8323817195,-0.013009705886671719
290,2014-02-12,672.38,672.9,643.04,651.72,"25,367,600",8073458481,-0.03042385110909429
291,2014-02-13,651.08,657.99,601.91,605.24,"38,588,100",7500376176,-0.07131897133738418
292,2014-02-14,601.17,691.72,541.04,661.99,"102,506,000",8206805878,0.09376445707487946
293,2014-02-15,660.9,661.84,632.84,650.92,"26,709,200",8072579656,-0.0167223069834892
294,2014-02-16,651.3,665.1,584.17,616.63,"40,061,700",7650358837,-0.052679284704725604
295,2014-02-17,614.23,656.95,607.31,626.27,"31,948,400",7772386462,0.01563336198368548
296,2014-02-18,627.16,645.76,612.54,626.6,"20,015,100",7779035355,0.0005269292797036584
297,2014-02-19,625.97,631.77,618.7,623.03,"13,897,800",7737830115,-0.005697414618576535
298,2014-02-20,623.09,627.73,556.14,556.14,"46,905,000",6909538974,-0.10736240630467231
299,2014-02-21,556.88,582.96,530.47,574.16,"47,308,100",7135603064,0.03240191318732699
300,2014-02-22,574.24,614.48,558.58,605.42,"31,254,000",7526808473,0.054444754075519075
301,2014-02-23,606.47,639.91,599.7,605.82,"31,434,400",7534325867,0.0006606983581647352
302,2014-02-24,606.04,607.61,538.7,546.32,"57,893,900",6796971990,-0.09821399095440886
303,2014-02-25,540.24,541.38,420.41,538.71,"126,314,000",6704461434,-0.013929565090057161
304,2014-02-26,537.04,603.8,532.58,582.69,"64,642,700",7254505067,0.08163947207217248
305,2014-02-27,581.65,594.05,566.62,578.77,"25,540,800",7208406719,-0.006727419382519084
306,2014-02-28,579.7,584.14,545.17,549.26,"28,076,100",6843353924,-0.050987438879002034
307,2014-03-01,549.92,573.38,539.29,565.61,"18,668,100",7049084308,0.029767323307723137
308,2014-03-02,567.23,570.48,553.27,559.79,"7,950,760",6978524072,-0.010289775640459076
309,2014-03-03,562.56,702.91,560.52,667.76,"96,056,896",8326933812,0.1928758998910307
310,2014-03-04,668.24,696.22,655.68,666.78,"55,344,600",8317230356,-0.001467593147238544
311,2014-03-05,666.24,674.28,646.28,665.51,"22,461,900",8304000852,-0.001904676205045086
312,2014-03-06,664.52,669.77,649.79,663.86,"16,068,100",8286267327,-0.0024793015882556
313,2014-03-07,664.31,665.34,616.35,629.15,"34,150,800",7855629815,-0.05228512035670174
314,2014-03-08,629.66,635.14,604.46,617.45,"18,654,200",7712151171,-0.018596519113089016
315,2014-03-09,616.31,643.95,612.35,636.96,"15,396,500",7958687808,0.03159770021864117
316,2014-03-10,636.33,644.76,615.02,627.79,"20,639,800",7846433315,-0.014396508414971199
317,2014-03-11,627.95,638.42,618.84,634.11,"11,732,500",7928102950,0.010067060641297365
318,2014-03-12,631.91,648.03,629.51,632.1,"18,621,200",7905832725,-0.003169797038368727
319,2014-03-13,633.62,644.2,630.85,638.14,"11,634,900",7983960982,0.009555450087011419
320,2014-03-14,638.14,639.53,627.21,628.8,"11,913,800",7869180480,-0.014636286708245905
321,2014-03-15,629.37,639.14,627.3,636.12,"4,342,080",7963443153,0.011641221374045774
322,2014-03-16,636.5,637.52,628.11,631.11,"5,277,290",7903422086,-0.007875872476891144
323,2014-03-17,630.92,632.68,616.85,622.37,"14,648,200",7796513249,-0.01384861593066189
324,2014-03-18,621.84,622.39,603.8,614.83,"24,011,500",7704183118,-0.0121149798351462
